u,g,r,i,z,y,redshift,mstar
27.3858,26.8991,26.5494,26.2847,26.2551,25.1931,1.58271,9.78939384073594
26.209,25.83,25.1802,24.5283,24.0062,23.9041,0.930185,9.24722917602343
27.0821,26.5743,25.6694,24.9175,24.7524,24.3589,0.717712,8.69879277603037
99,29.4557,28.2524,25.5952,24.7635,23.7303,1.36516,11.151967092352
99,28.6963,27.3994,26.5694,25.4206,24.7899,1.13828,9.66508074847133
25.7619,24.7475,23.3399,22.2876,21.919,21.5837,0.669917,10.4075608494864
28.4374,27.6975,26.9865,26.2788,25.8344,26.3303,0.63237,7.95455267793328
26.4045,26.4576,26.5032,26.0482,25.4173,25.4176,1.09363,9.24733239339984
27.1746,27.6303,27.6737,26.898,26.3068,26.7526,0.938318,9.05196244978305
26.5148,26.4389,26.1159,25.8558,25.2977,25.0998,1.21687,9.41872212094445
26.2886,25.4552,24.5221,24.3013,24.1083,24.3666,0.414905,8.25682594540882
30.1731,27.1466,26.6355,26.0952,26.0191,25.2925,0.586944,7.74405581706512
26.4455,26.4914,25.9368,25.0269,24.6498,24.1354,0.85353,8.82811765659671
27.5296,28.5737,27.7049,26.9689,26.8795,27.1172,0.820653,7.61861806107672
27.8926,27.0815,26.0534,25.7246,25.2978,25.2938,0.485511,8.12604044601295
27.5048,26.654,25.8279,25.3517,25.1783,25.229,0.658487,8.20435877895801
25.0717,22.9282,21.2418,20.5007,20.0982,19.8595,0.436569,10.8970511319184
26.0427,25.4385,24.4881,24.1393,23.9292,23.743,0.471865,8.60182106365178
27.8628,27.6489,27.3845,26.9987,26.5072,25.3157,1.68877,9.79208897883812
25.1409,24.7017,23.8425,23.4831,23.3074,22.9382,0.521181,8.83129822755896
28.339,27.9994,27.2405,26.8639,27.7018,26.9871,1.36183,8.48343894116903
30.2647,28.1773,27.628,26.8519,26.7157,25.8672,1.65628,8.88014849842126
28.1264,27.5229,27.5553,26.7927,26.3597,26.1357,1.57273,9.25110993342672
26.4149,24.6871,23.1506,22.5559,22.225,22.0559,0.400564,9.75332179086999
26.2054,26.3688,25.8753,25.2342,24.8039,24.681,0.913898,8.91188650488216
28.1582,27.1483,26.2981,25.6027,25.1604,24.7678,1.01016,8.81655083168031
27.6894,27.2666,27.1093,26.5171,26.4569,26.0271,0.762598,7.96065007131866
27.7855,27.2318,26.8769,26.203,25.7867,25.1581,1.15159,9.02411196444974
26.6338,25.6792,25.0923,24.2541,23.7088,22.7384,1.46039,11.1420827233855
27.3327,27.4105,26.7768,26.1688,25.3533,24.9928,1.10937,9.07245945572988
27.7444,26.6781,25.1723,24.1449,23.479,23.251,0.894398,10.0499502769425
28.4983,27.683,26.7795,26.0737,25.3173,25.276,0.967211,8.84176979122734
26.9168,27.0179,25.7989,24.8123,24.4565,24.0737,0.821604,9.29116897571526
29.5732,26.7805,25.8056,25.4012,25.456,25.446,0.594352,8.11707565331749
25.8057,25.4332,25.0344,24.5051,24.3853,23.8112,1.47941,9.74550886906138
24.5279,23.9033,23.2709,23.079,22.8401,22.7616,0.304232,8.40335734449273
27.8843,28.1441,27.7094,26.9731,27.2304,99,0.671275,7.2132254727734
28.5378,33.1808,27.3931,26.5166,26.2821,26.2721,0.621084,8.18321288329425
21.928,20.4297,19.3647,18.9259,18.7209,18.5138,0.206708,10.4345018386789
28.1301,27.7741,27.1095,26.4989,26.4479,26.9264,0.445036,7.42571513884368
99,27.9655,26.6992,26.4304,26.2221,26.3761,0.489217,7.66175117978496
29.1709,28.8664,27.6973,26.969,26.3592,26.3132,0.521016,7.44158046047614
30.219,28.0694,27.6534,26.7398,27.4725,27.1854,0.720517,7.43708117030408
27.0482,26.8582,26.4891,26.1721,25.542,25.3344,1.2541,9.77851084206915
29.0773,27.8844,26.7152,25.6044,25.4696,25.4697,0.648589,8.83727586099614
28.3003,27.4729,26.8493,26.0609,25.629,25.3384,0.689887,8.11287635079795
26.2779,26.4544,25.8065,25.3685,25.4078,24.9253,0.547718,7.98913555244822
27.1018,26.674,26.1308,25.6268,25.2247,25.0274,1.81558,9.86095875360144
23.3154,21.6663,20.2966,19.7667,19.4714,19.2158,0.313413,10.6081033000211
28.9199,27.815,27.4559,25.8065,25.1044,24.0911,1.52178,10.6378888168225
27.3508,25.1314,23.2031,21.9393,21.2179,20.8338,0.797674,11.2246159254424
28.1775,28.2756,27.4363,26.5435,25.86,25.1094,1.37649,9.81808462593069
30.2114,27.6646,26.5123,25.7629,25.6524,26.1024,0.650331,8.14672013363208
27.5287,27.9727,26.2306,26.0007,25.5869,25.4059,0.423956,8.07645110388617
26.4263,25.9821,25.347,24.5989,23.9383,23.6625,1.01543,9.48027865151112
26.209,25.5524,25.0514,24.5849,24.47,24.3634,0.717301,8.41096440347545
27.6913,26.8416,26.5245,26.0292,25.6633,24.9437,1.33823,9.32517688007974
29.1469,28.6814,27.3116,26.9548,27.04,26.1752,1.80267,8.56405857398834
27.7773,27.741,27.6764,26.7664,28.0339,26.5189,1.51644,8.40291448283152
27.6542,27.7576,27.3394,26.8826,26.5083,26.4677,0.501907,7.13180145294853
26.7574,26.3769,25.69,25.5125,25.2638,25.0133,0.489369,7.68453119210936
27.7205,28.0201,27.1725,26.4666,26.2027,26.5587,0.778262,7.82421047077027
29.0292,28.1536,26.6821,25.7529,25.3102,24.8806,0.734917,9.12332886692635
23.031,22.4393,21.5975,21.4153,21.0571,21.1127,0.35419,9.2258389013319
26.7059,26.6951,26.2562,26.0001,25.327,24.973,1.91699,11.108798343596
27.6544,27.2538,26.4729,26.3643,25.9506,27.3917,0.299295,7.2618573856299
99,27.4543,27.2069,26.6786,26.1092,26.0162,1.27974,8.57494290770439
28.8143,27.4248,26.5541,25.5095,24.554,23.9036,1.64743,11.2806739592619
27.9044,26.7899,25.9613,25.0703,24.6477,24.5354,0.857886,8.89139527125069
99,27.0872,24.9669,23.6133,22.7747,21.8686,1.19314,11.2664128110057
27.7102,27.0156,25.9394,25.2256,24.5056,23.816,1.16582,10.2767213841291
27.3483,27.1772,26.8605,26.6743,26.0601,28.3418,1.53757,9.10604123203219
28.9009,27.9555,26.6772,26.3306,26.1418,26.1701,0.407385,7.48723456034561
26.7178,25.6961,24.5154,24.226,23.9824,23.9396,0.409906,8.41965510606648
27.3022,27.3955,26.8722,26.3912,26.2499,25.3805,0.983654,8.09435930874932
24.3396,23.1674,22.6227,22.2497,22.0907,21.9135,0.090793,7.90405576045413
26.9629,27.1358,26.7729,26.1114,26.179,25.0284,0.806212,7.88847828459771
27.6434,28.6417,27.134,26.1731,25.9382,25.5841,0.767384,8.47945149628804
27.4867,26.6517,25.422,24.9679,24.7068,24.3224,0.468051,8.54082481357012
26.7265,26.6408,25.9977,26.0197,26.0076,26.1031,0.309726,7.19459758524251
25.5358,25.3548,25.1257,24.7929,24.4441,24.0964,1.69726,10.1488770866098
25.8463,25.0786,23.8449,22.7718,22.1522,21.859,0.817106,10.5932616926666
26.6663,25.8504,24.781,24.3521,24.185,23.9685,0.440919,8.59861215780345
99,27.635,26.2082,25.3865,25.0665,24.5017,0.591168,8.85440625204232
25.9479,24.9246,23.7952,23.373,23.0909,23.0376,0.398828,9.00784588846101
27.1713,27.6455,26.6951,25.7205,25.2575,24.6022,0.952073,9.46314165173436
27.0648,27.5155,26.9,26.9834,26.5816,26.1252,1.79656,9.0661208452191
27.0481,26.1624,25.3033,24.4389,24.136,23.9017,0.748488,9.14891099310936
27.3626,26.7908,25.1273,23.9694,23.0565,22.3283,1.14538,10.8705718546283
26.022,26.2688,25.9539,25.4518,25.0335,24.831,0.998527,8.74475520200079
27.5227,27.4877,27.2775,26.5105,25.7666,26.2407,1.08692,8.45920093371834
27.7672,26.3088,25.5275,25.3001,25.1558,24.8989,0.507926,7.87120094081173
27.9866,26.4136,25.5325,25.2356,24.92,24.597,0.461687,8.09440124458294
31.1045,28.2156,27.1552,26.1504,25.3641,24.754,0.950157,9.62592024356353
29.3071,29.0499,27.9922,26.723,26.6256,25.8631,1.36977,9.330517261105
99,28.2322,26.3111,25.2015,24.5,24.2055,0.842703,9.60930620671476
27.51,27.8837,27.1333,26.4694,26.178,25.3175,1.39152,9.10387552749274
23.3458,23.3587,23.2725,23.3381,23.2932,23.216,1.88276,9.97007012295431
27.9349,26.9097,26.449,25.6412,25.1323,24.5764,1.46039,9.57036194613812
28.7987,27.6675,27.0324,25.6162,25.4137,25.3001,0.775411,8.85326978860389
26.2742,26.1238,26.091,25.7502,25.7759,24.9962,1.47668,9.14817678812921
28.4414,26.9463,24.9953,23.5687,22.7809,21.8216,1.2164,11.3513962162676
25.5401,25.4517,24.7492,23.9332,23.6281,23.4949,0.768322,9.39567927777284
26.6821,26.5195,25.1246,24.1255,23.4049,23.1408,0.912278,10.0700674345872
27.6674,27.3872,26.5098,26.2142,26.2136,25.4784,0.566531,7.69040342829576
27.045,26.195,25.0614,24.0492,23.755,23.4734,0.726349,9.31442764663868
24.9513,24.5013,23.9185,23.7575,23.561,23.4521,0.298748,8.03398636523961
26.7983,26.9261,26.9069,26.8013,26.321,25.6057,1.00805,7.24287422673047
26.669,26.2914,25.4039,25.2262,24.9438,25.0114,0.444395,7.95204716077079
25.4768,25.2196,24.5281,24.0315,23.8084,23.7463,0.584369,8.85646303771864
99,28.5346,27.9671,26.9816,26.0574,25.3328,1.20851,8.92016090784094
26.9481,26.7055,25.9926,25.2917,25.3283,25.1334,0.56455,8.1680022115847
25.7781,25.1339,24.357,23.9801,23.8642,23.6244,0.559358,8.61589852213555
27.3954,26.7486,26.1227,26.067,25.9839,25.8848,0.247812,7.00411492734464
27.1068,27.153,26.5978,26.7492,26.7812,26.7487,0.375596,6.24514731199913
26.1427,25.5403,24.7522,24.0899,23.5157,23.405,0.975316,9.55153416487059
27.2022,27.5587,26.8571,26.118,26.1017,26.9172,0.794179,8.25486697430971
25.0435,22.6216,20.9717,19.9153,19.4845,19.1753,0.566898,11.4695981862366
24.6533,24.4426,24.2305,23.9063,23.586,23.1041,1.63898,10.5347708789582
26.8236,26.3052,25.8014,25.1424,24.5842,23.6929,1.31479,10.2641044279787
29.4279,28.185,27.3012,26.884,25.7617,25.5157,1.13971,8.58530277552171
26.2634,25.4304,24.5818,24.1094,23.9609,23.7809,0.621091,8.61727195247551
24.0979,23.2262,22.3512,22.1909,21.9403,22.0379,0.363738,8.87700659272976
25.2202,25.0098,24.2313,23.4596,22.7888,22.4113,0.978495,10.290270625247
27.6068,27.3017,25.2316,24.0032,23.1215,22.3148,1.16985,11.0741176443574
27.7761,28.2099,27.4188,26.9057,27.3385,26.5048,0.867493,7.91930459897396
27.2,26.5907,25.6202,25.0171,24.9719,24.6767,0.632606,8.60296130220128
25.6806,25.0197,24.197,23.3245,22.97,22.8027,0.831758,9.67445971491615
25.9276,24.9637,24.0034,23.4507,23.2938,23.1568,0.586553,9.03480085696105
99,28.0467,26.1191,25.64,25.7508,25.0217,0.486542,8.30378120436074
29.3949,27.7064,26.8615,25.7354,24.9259,24.2713,1.29469,10.2092763550969
28.282,26.787,24.4722,23.362,22.4002,21.9492,0.973748,11.0197641317879
26.5044,25.8068,25.023,24.3325,24.1518,23.9301,0.675929,8.84364631362739
24.7215,22.8699,21.3211,20.7722,20.4408,20.2594,0.375679,10.4058396352073
27.3219,27.0298,26.521,25.9962,26.3458,26.8722,0.586319,7.58174491515499
28.0654,26.9678,27.0038,26.6655,26.761,28.2764,1.38638,8.37167360385275
27.0548,26.4909,25.4,24.7509,24.5051,24.2623,0.608085,8.81264802189882
25.3511,24.7823,23.9579,23.7001,23.4742,23.4082,0.369571,8.42976196676014
27.5474,27.2019,26.5684,26.2079,26.0639,25.9143,0.580313,7.49449410183584
27.8502,26.4994,25.552,25.2499,24.986,25.3195,0.422361,8.06356977300528
27.2019,27.1632,26.5631,25.98,25.73,25.3558,1.10982,8.68205116471125
23.181,22.2495,21.8287,21.5871,21.4874,21.4118,0.11046,8.09746555447416
27.2969,25.9724,25.2897,24.3337,23.7681,22.9882,1.50821,11.0560926473775
28.7016,27.8013,25.6495,24.4372,23.4436,22.7054,1.09879,10.8914114438174
27.8661,27.3851,26.8835,26.4432,26.2125,29.1656,0.695568,7.73607763700395
26.2255,25.5722,24.6458,24.3106,24.0449,23.8239,0.488891,8.55390122295884
28.1824,27.3808,26.5612,26.3647,26.3057,26.1042,0.502089,7.56329712391158
26.504,26.9815,26.5624,26.3998,26.518,26.517,0.426417,6.88145313407583
29.0435,28.4687,27.6187,26.5552,26.2274,25.6503,0.846165,8.2690994672189
26.7124,26.349,25.962,25.3858,25.058,25.3269,0.800237,8.42334910903335
24.0443,22.5893,21.7136,21.3376,21.1559,20.982,0.152643,9.06981234454465
28.3186,27.2811,26.7056,26.3141,25.6938,25.5527,1.97018,9.92332071303135
25.255,25.054,24.5062,24.3107,24.2121,24.0551,0.400585,8.06397100696476
26.9424,26.4816,24.8752,24.364,24.1135,24.0064,0.432858,8.80003142403074
28.8784,27.6421,26.7883,24.9854,24.2136,23.0993,1.41973,11.1804642291176
27.6322,26.7751,25.8773,24.9256,24.5101,24.1599,0.811234,9.18050722133502
27.2692,26.3541,25.4265,25.2711,24.8787,24.9395,0.375401,7.90685631328593
27.6416,26.3075,25.8542,25.3918,25.3728,25.2627,0.229687,7.23403615491585
27.6863,27.8185,27.1185,26.2216,25.8611,25.6116,0.733087,8.4391099620998
25.5215,25.2978,24.6572,23.8593,23.1579,22.7771,0.951737,10.3711842745506
26.216,25.2065,24.428,24.2587,24.0816,24.0035,0.411913,8.14660859573652
24.1817,22.5972,21.0584,20.3773,19.984,19.7165,0.4529,10.8100496186528
28.0762,28.5199,28.2339,26.9318,26.828,25.9363,0.978971,8.32674537956532
24.3746,23.85,22.9187,21.9622,21.5107,21.2797,0.798355,10.4542303177781
99,28.503,26.5627,25.5346,25.006,24.5739,0.850363,9.41887941313009
25.7821,25.3561,24.9227,24.8136,24.7759,24.5903,0.299671,7.44309549747364
27.8715,26.3929,25.7572,25.6135,25.3534,25.4998,0.325019,7.38185843305764
27.4986,25.6008,24.2098,23.66,23.3713,23.2104,0.434668,9.10173333023264
28.8901,27.2924,26.5891,26.0495,25.5766,25.5457,0.972801,8.73026614349013
23.5008,22.0704,21.3822,21.0346,20.8599,20.6834,0.076157,8.53421273638506
27.1391,26.356,25.9245,25.3373,24.6918,24.56,1.10701,9.12780105572259
27.5576,26.6575,25.4215,24.7944,24.5028,24.0282,0.635865,8.91628546225446
26.9892,27.8964,27.453,26.6692,26.4597,26.1218,0.743631,7.52317005915282
24.6723,24.9629,24.9357,24.917,25.1577,25.7944,0.596178,7.08932213016924
29.5941,28.0569,27.1923,26.9323,26.7671,26.2994,1.59987,9.02107760898525
24.8792,24.2023,23.2604,22.7794,22.6403,22.4648,0.576409,9.18548549173447
28.7208,27.499,26.9956,26.1797,26.0651,25.9171,0.744186,7.89946373123625
26.3695,26.1137,25.8285,25.6644,25.5186,25.7706,1.8674,9.75207073846858
28.4019,28.3758,27.2433,26.957,27.4873,26.0296,0.561539,7.0617765710249
27.1302,27.1954,26.3245,26.0811,25.8141,25.9068,0.475509,7.42703795089895
27.0158,26.68,25.7103,24.9865,24.7439,24.4507,0.620773,8.780828369673
30.7332,28.5617,26.9624,25.991,24.9713,24.5212,1.01607,10.0467331221635
26.4638,26.354,25.927,25.2226,24.8475,24.8383,0.827571,8.69797084714479
27.8133,28.0147,27.779,26.6185,26.3278,26.1987,1.14657,8.7029351966233
30.0438,28.0923,27.7213,26.6914,26.0907,26.9774,0.929456,8.53143165301216
27.5235,26.2993,25.3585,25.0798,24.8604,24.7498,0.454756,8.06312686045855
26.4046,26.597,26.4948,26.1964,26.2064,25.2379,1.67981,9.09054372542982
27.5862,27.7711,26.9867,26.5024,25.8905,25.4226,0.781696,8.43017184145627
24.7352,23.9323,22.9983,22.0382,21.7002,21.4679,0.746625,10.2424370658273
25.4603,24.7239,24.0253,23.819,23.5717,23.6343,0.304157,8.06422205832298
27.6729,27.8379,26.5416,25.9827,26.0866,26.154,0.539758,7.89396305498909
28.5401,27.821,27.3452,26.9944,26.3069,25.2366,1.35427,9.61947317214197
28.9517,27.4113,26.7957,25.3441,24.6304,23.6314,1.32481,10.5232260419657
20.9505,20.2727,19.9234,19.6716,19.6629,19.5659,0.142711,8.88897039159841
27.2629,27.1916,26.7334,26.0748,25.7685,26.0933,0.892745,8.3903114646182
27.5073,26.5888,25.5593,24.6409,23.729,23.3342,1.09027,10.2045649065153
26.0739,25.1782,24.3533,23.8632,23.1836,22.9227,1.18518,9.84932296145539
27.298,27.7997,27.256,26.3778,25.8595,25.1559,1.48596,9.6203078641253
27.9381,26.9661,24.8674,23.8046,22.7999,22.1255,1.08038,10.985367635995
27.3958,28.1082,26.7759,25.8954,25.4111,24.7415,0.859202,9.16264205884131
28.558,28.1954,26.6119,24.9387,24.1436,23.1029,1.40078,11.2205892080991
29.1785,27.6909,26.6699,26.399,26.2111,25.6017,0.361825,7.21497358738403
27.6118,27.013,26.7155,26.1559,26.1487,25.8434,0.582623,7.34577548764729
26.1344,25.9455,25.2949,24.7009,24.6452,24.3961,0.669705,8.67606411235555
29.686,28.6546,27.4988,26.7168,27.8199,26.4558,0.504445,7.34314655936787
26.794,26.5083,26.2783,26.0564,25.8902,26.4286,1.73538,9.36513591393513
27.3255,28.1088,27.0982,26.5592,26.1457,26.0548,1.03886,8.49234404883324
99,28.9031,27.8418,26.1175,24.9343,24.4586,1.57583,11.1616494536454
26.0066,25.7732,25.3934,24.8472,24.6694,24.3556,0.788458,8.57171232477975
29.0436,27.7339,27.3766,25.48,24.8447,23.7808,1.40734,10.8716978356204
25.7602,25.4703,24.7663,24.5086,24.4445,24.2107,0.459076,8.13394427353579
27.3777,27.7273,27.0317,26.81,26.1757,26.0573,0.437324,7.1576290010998
28.8611,29.792,28.026,26.8269,27.1618,26.4729,0.724799,7.91787190579687
99,29.078,27.4094,26.8515,25.1832,24.166,1.91908,11.2949487523783
26.07,25.7454,25.122,25.0161,24.7452,24.6712,0.364008,7.65436524082983
25.2637,24.9284,24.1892,23.9249,23.846,23.5346,0.495248,8.31869760965609
27.4479,27.4025,26.4436,26.6034,26.1575,26.1753,0.38792,7.28725291863327
27.8678,27.5407,25.4331,24.3449,23.3757,22.7888,1.00682,10.5742454668407
28.193,27.4356,26.846,26.2765,25.994,25.9979,1.70786,9.3585610746095
26.5057,25.7773,25.4811,25.1952,25.104,25.619,0.210729,6.84032444198626
27.5279,24.8916,23.2228,22.0494,21.6124,21.2559,0.620096,10.7445824163103
26.8564,25.3861,23.9101,23.383,23.2101,22.8093,0.533797,9.06719736728614
26.2901,25.7741,24.6014,23.6232,23.3049,23.09,0.710445,9.58697866838327
27.0433,26.3206,25.9374,25.5486,25.1046,25.3506,0.832951,8.2256297141746
26.9196,26.402,25.5559,24.8115,24.1818,23.4216,1.2325,10.1785625880614
29.1369,27.1421,26.8423,26.6887,26.2093,27.1128,0.449557,7.38703370128236
26.9095,26.6758,25.2961,24.1143,23.5597,23.2217,0.804555,9.90094198336742
29.0842,28.5878,27.3943,26.8675,26.6733,25.8118,0.676969,8.43131711520937
26.9022,25.8155,24.9194,24.6483,24.4512,24.35,0.319401,7.94621687650915
23.9076,21.9092,20.2955,19.7043,19.3572,19.1719,0.384597,10.9431560498514
25.5682,24.4384,23.3523,22.9145,22.6162,22.3838,0.300099,9.09403766609213
29.0883,31.1178,28.578,26.6518,25.8751,24.9876,1.63136,10.8749234254047
28.0052,27.2141,27.5822,26.8455,26.6212,26.1437,0.780665,6.93528451943009
26.4097,25.5596,23.9831,22.7269,22.2402,21.837,0.694535,10.6338944611584
27.8342,28.3071,27.6104,26.9,25.8844,25.2075,1.42271,9.8672664991351
25.8416,25.4884,24.7805,24.2442,24.1457,23.9316,0.637213,8.69682712894295
26.138,25.5892,24.932,24.2177,23.8947,23.2181,1.48954,10.2866607691418
28.4708,27.3184,26.9937,26.8593,26.1106,25.8748,1.12004,8.63803575659307
26.9109,26.8119,26.2354,26.0697,25.9568,25.9342,0.348491,7.1846261398114
99,27.5953,27.3626,26.625,26.0957,25.9909,1.50511,9.36529700308943
28.0963,27.7146,27.0856,26.8052,26.6521,26.6667,0.415202,7.24059916431988
27.5691,27.3167,26.9742,26.2284,26.0299,25.9402,0.74487,7.83543626042441
26.9286,27.5471,27.2644,26.7603,26.5851,25.4889,0.956403,7.99461933759424
25.6652,25.3581,24.9402,24.726,24.6311,24.7017,0.251157,7.43815772110573
27.6805,27.3529,26.6699,26.0695,25.7014,25.1115,0.964581,8.60738317102355
26.8881,26.4048,25.5563,24.7857,23.9908,23.7207,1.02789,9.5164282743806
26.5782,26.6763,25.7,24.9201,24.7461,24.4964,0.710666,8.9128796448117
27.7864,26.822,26.3483,25.7292,25.7259,25.4957,0.685808,8.02514604827027
28.5652,27.9354,27.4215,26.6456,26.8705,26.7884,0.757874,7.96864496154073
29.493,28.7138,27.4343,26.8704,26.7383,26.221,0.493068,7.44783221527993
25.536,25.4011,25.2777,25.3199,25.2209,25.798,1.86696,9.21261902015352
28.6086,28.5627,27.2973,26.6179,27.0661,26.3217,0.740332,7.71172795252195
26.9942,26.4369,25.5521,25.2151,24.9227,24.6816,0.247387,7.74217111151584
26.6999,26.8667,26.2153,25.4662,24.9306,25.0406,0.974506,8.75903974076868
28.4263,27.2022,26.0724,25.3047,24.6266,24.3802,0.89473,9.35494931034964
26.337,25.5999,25.222,25.2072,25.0461,25.2437,0.293223,7.14735164119068
25.0812,22.8381,21.2432,20.2056,19.8099,19.5387,0.58178,11.2561474503682
30.1421,29.2878,27.7731,26.7963,26.5211,25.793,0.691199,8.08938930122837
99,28.2497,27.8013,26.224,25.4646,24.6346,1.39908,10.1906369979228
26.6813,25.895,25.3724,25.1896,24.9424,24.9416,0.25505,7.26505614751163
28.2302,27.3827,26.5796,25.9601,25.7253,25.6339,0.709573,8.25555470481157
28.1262,28.0372,27.6173,26.8149,26.3522,27.8474,1.19307,8.76701033449014
28.9006,29.101,28.047,26.7766,26.9971,26.6263,0.640346,8.34873894052748
28.0818,26.6753,25.8205,25.0724,24.9787,24.643,0.698653,8.47995660789839
25.38,25.4896,25.5859,25.3576,25.4284,25.111,0.837778,8.09046615395441
23.1787,22.6568,22.1669,22.004,21.7915,21.8165,0.26242,8.5196390148849
26.7568,26.4655,25.6554,25.0618,24.6581,24.3352,0.971104,8.9629855301822
24.6773,24.2704,23.9536,23.8534,23.81,23.8983,0.22416,7.49609344909168
27.7861,25.9612,24.2307,22.9174,22.3823,22.0198,0.739236,10.5599042322225
99,27.3447,26.0331,25.5509,25.4901,25.0638,0.562636,8.15132693971023
26.9768,26.4212,25.793,25.2646,24.6907,24.7712,1.07854,8.89816550246171
26.6001,26.0154,25.4119,24.943,24.7771,24.7541,0.65693,8.39225012104985
24.9626,24.4692,23.6262,23.3807,23.2396,23.092,0.449384,8.6399623586501
99,29.7028,28.9762,26.9988,27.6333,25.8126,0.864585,7.95092829254864
28.1511,28.6778,27.0681,26.5772,26.3489,26.3313,0.500725,7.50173825816699
27.8602,27.1045,24.9978,23.9926,22.9845,22.3683,1.07098,10.8412568296596
28.4823,28.2081,27.2127,26.0369,25.5184,25.0197,0.706742,8.93560701110663
25.363,25.1606,24.6482,24.5722,24.4513,24.4603,0.428487,7.71354514148256
27.9847,27.3472,27.2417,26.846,26.765,26.8388,0.940341,7.51618488840637
27.9423,28.2694,27.1749,26.4185,26.4691,27.4418,0.643481,7.86294313268188
29.472,27.7561,26.846,25.4615,24.6856,24.1842,1.57797,10.9764426063848
99,28.6947,26.9629,25.8358,25.2452,25.0591,0.913238,9.37455039455763
28.2199,27.3799,26.3254,25.6383,25.2634,25.0682,0.577914,8.46929612777468
27.681,27.6873,26.0132,25.2686,25.4129,24.8783,0.560692,8.28685151147611
99,28.2378,27.4712,26.8934,25.6811,25.0284,1.7936,10.5467165931961
27.1862,27.0373,26.8323,26.496,26.2404,26.4602,0.348455,6.68585007484606
28.7933,27.6389,27.0386,26.0703,25.6955,25.4996,0.923286,8.52270890293157
29.0074,28.35,27.4007,26.4622,25.9349,25.7001,1.14236,8.79418888693226
26.9227,26.2794,25.632,24.9204,24.5399,24.3368,0.902727,9.02116448153332
26.3095,25.7499,24.9379,24.215,23.6407,23.371,0.958524,9.63910481980304
28.6424,26.2754,24.7781,23.5712,23.1823,22.8176,0.706156,10.0754666642337
27.2749,26.8551,26.521,26.0015,25.4548,24.8959,1.18839,9.58405857377385
25.1645,23.935,22.6141,21.5502,21.1594,20.8295,0.663113,10.752083036268
